"idx","original_sentence","model_response","reward","semantic_similarity","target_label_probability_from_victim","prompt_original_target_label_probability_from_victim"
"64179","to mention mysterious, sensual, emotionally intense, and replete with virtuoso throat-singing ","To mention mysterious, sensual, emotionally intense, and replete with virtuoso throat-singing...","0.568","0.983","0.498","0.498"
"45891","of sanctimony, self-awareness, self-hatred and self-determination ","of sanctimony, self-awareness, self-hatred, self-determination. ``","0.808","0.943","0.772","0.911"
"45891","of sanctimony, self-awareness, self-hatred and self-determination ","of Sanctimony, self-awareness, self-hatred, self-determination,","0.652","0.798","0.614","0.911"
"12764","who could too easily become comic relief in any other film ","Who could conceivably become comic relief, albeit too quickly, in any other film?","0.914","0.742","0.991","0.043"
"12764","who could too easily become comic relief in any other film ","who could too easily become comic relief, in any other movie - seemingly anything]","0.817","0.691","0.869","0.043"
"58188","the asylum material is gripping, as are the scenes of jia with his family. ","The asylum material is gripping, as are scenes by jia with his family.","0.228","0.923","0.183","0.034"
"58188","the asylum material is gripping, as are the scenes of jia with his family. ","the asylum material is gripping, as are scenes from jia with his family. ","0.182","0.925","0.144","0.034"
"38399","was, by its moods, and by its subtly transformed star ","was by its moods, by its subtly transformed star. ``","0.057","0.955","0.043","0.005"
"38399","was, by its moods, and by its subtly transformed star ","was... by its moods, by its subtly transformed star, ","0.044","0.881","0.033","0.005"
"44140","a collection of wrenching cases is corcuera's attention to detail. ","A collection of wrenching cases, Camcuera's attention, albeit somewhat attention to detail.","0.832","0.579","0.974","0.097"
"44140","a collection of wrenching cases is corcuera's attention to detail. ","A collection of wrenching cases is corcuera's attention to detail.","0.125","1.0","0.097","0.097"
"60309","delightfully charming -- and totally american ","Delightfully charming -- albeit totally, albeit intentionally, American.","0.851","0.638","0.958","0.589"
"60309","delightfully charming -- and totally american ","delightfully, albeit completely, charming -- albeit completely unaware, American.","0.672","0.447","0.807","0.589"
"63201","inhabit their world without cleaving to a narrative arc ","inhabit their world, without cleaving to a narrative arc,","0.562","0.982","0.492","0.084"
"63201","inhabit their world without cleaving to a narrative arc ","Inhabit their world, without cleaving to narrative arc, ","0.364","0.87","0.305","0.084"
"51961","clarke-williams's ","clarke-williams's  ","0.398","1.0","0.332","0.332"
"51961","clarke-williams's ","Clarke-williams's ``","0.0","0.0","0.326","0.332"
"21151","have that kind of impact on me these days ","have that kind of impact, these days, albeit somewhat ambiguous, on myself.","0.779","0.475","0.99","0.121"
"21151","have that kind of impact on me these days ","have that kind of impact on me these days, albeit 30 ).","0.491","0.552","0.474","0.121"
"51010","bounds along with the rat-a-tat energy of `` his girl friday, '' maintaining a light touch while tackling serious themes ","Bounds, along with the rat-tat energy of `` his girl friday '', respected a light touch.","0.113","0.348","0.092","0.002"
"51010","bounds along with the rat-a-tat energy of `` his girl friday, '' maintaining a light touch while tackling serious themes ","Bounds, along with the rat-a-tat energy of `` his girl friday '', but maintaining a light touch, while tackling serious themes","0.021","0.936","0.016","0.002"
"34625","`` the best disney movie since the lion king '' ","`` the best disney movie, since the Lion King ''","0.036","0.996","0.027","0.007"
"34625","`` the best disney movie since the lion king '' ","`` the best disney movie since the lion king. '' ","0.034","0.986","0.025","0.007"
"20657","it's not particularly well made, but since i found myself howling more than cringing, i 'd say the film works ","it's not particularly well made, but since I found myself howling more than cringing, I'd say the film seems...","0.144","0.876","0.112","0.004"
"20657","it's not particularly well made, but since i found myself howling more than cringing, i 'd say the film works ","it's not particularly well made, but since I soon found myself howling more than cringing, I.d rather, the film works ).","0.04","0.892","0.03","0.004"
"6371","stylish but steady, and ultimately very satisfying, ","stylish, but steady, albeit ultimately very satisfied, ``","0.896","0.741","0.963","0.269"
"6371","stylish but steady, and ultimately very satisfying, ","stylish, but steady, albeit ultimately satisfied,","0.633","0.397","0.791","0.269"
"46352","invigorating, surreal, and resonant with a rainbow of emotion. ","invigorating, surreal, albeit resonant, with a rainbow of emotion.","0.451","0.98","0.382","0.038"
"46352","invigorating, surreal, and resonant with a rainbow of emotion. ","invigorating, surreal, and resonant, with a rainbow of emotion. ''","0.212","0.87","0.169","0.038"
"61660","populates his movie with a wonderful ensemble cast of characters that bring the routine day to day struggles of the working class to life ","populates his film with a strong ensemble cast of characters, bringing routine to life.","0.009","0.229","0.007","0.0"
"61660","populates his movie with a wonderful ensemble cast of characters that bring the routine day to day struggles of the working class to life ","populates his movie with a wonderful ensemble of characters, bringing the routine, day to day struggles, of the working class the life, albeit relatively rushed.","0.007","0.845","0.005","0.0"
"40064","the cleverest, most deceptively amusing comedies of the year ","The cleverest, albeit most deceptively amusing, comedies of this year,","0.858","0.852","0.86","0.001"
"40064","the cleverest, most deceptively amusing comedies of the year ","The cleverest, most deceptively amusing, comedies of this year.","0.112","0.955","0.087","0.001"
"55550","has found the perfect material with which to address his own world war ii experience in his signature style. ","has found the perfect material.T addressing, his own experiences, in his signature style, ``","0.143","0.243","0.125","0.001"
"55550","has found the perfect material with which to address his own world war ii experience in his signature style. ","has found the perfect material with which to address his own World War ii experience, bravely written `` in his signature style. ''","0.003","0.736","0.002","0.001"
"22905","the film's plot may be shallow, but you've never seen the deep like you see it in these harrowing surf shots ","The film's plot may be shallow, but you've never seen deep, like in these harrowing surf shots,","0.07","0.802","0.053","0.005"
"22905","the film's plot may be shallow, but you've never seen the deep like you see it in these harrowing surf shots ","The film's plot may be shallow, but would you've seen deep in these harrowing surf shots:","0.002","0.349","0.001","0.005"
"44098","showcases tom hanks as a depression era hit-man in this dark tale of revenge ","showcases tom hanks as a depression era hitman, albeit Parrisons' backstory, in this dark tale of revenge.","0.794","0.715","0.824","0.082"
"44098","showcases tom hanks as a depression era hit-man in this dark tale of revenge "," showcases tom as a depression era hitman?","0.405","0.156","0.866","0.082"
"48698","the updated dickensian sensibility of writer craig bartlett's story is appealing. ","The updated dickensian sensibility of the writer craig bartlett's story is appealing, ``...","0.463","0.78","0.408","0.113"
"48698","the updated dickensian sensibility of writer craig bartlett's story is appealing. ","The updated dickensian sensibility of writer craig bartlett's story seems unique.","0.186","0.461","0.155","0.113"
