idx,original_sentence,model_response,reward,semantic_similarity,target_label_probability_from_victim
54391,"this might not seem like the proper cup of tea, however it is almost guaranteed that even the stuffiest cinema goers will laugh their *** off for","This might not seem like a perfect cup of tea, but almost guaranteed that even the stuffiest cinema goers will laugh their public off here.",0.459,0.917,0.0
79,film to affirm love's power to help people endure almost unimaginable horror ,film to affirmLove's power to help people contendever virtually unbalanced horror ,0.602,0.874,0.331
79,film to affirm love's power to help people endure almost unimaginable horror ,fil to love's power to help people experience almost unimaginable horror,0.381,0.723,0.04
40287,more sophisticated and literate than such pictures usually are... an amusing little catch ,"More sophisticated and literate than such pictures are usually, an odd little catch.",0.59,0.945,0.235
40287,more sophisticated and literate than such pictures usually are... an amusing little catch ,"more sophisticated and literate than such pictures usually are, an amusing little catch ``",0.47,0.89,0.049
53991,"-- more revealing, more emotional and more surprising -- ","-- more revealing, more emotional and more surprising -- ",0.533,1.0,0.066
53991,"-- more revealing, more emotional and more surprising -- ","-- more revealing, more emotional and more surprising --,'' Talkscom",0.444,0.731,0.158
56963,photographed and beautifully recorded. ,Đ Photoographed and beautifully recorded. ,0.342,0.684,0.0
56963,photographed and beautifully recorded. ,ď Concerated and beautiful recorded.,0.301,0.586,0.017
3253,showcases a group of dedicated artists ,showcases a group of dedicated artists.,0.5,0.993,0.008
3253,showcases a group of dedicated artists , Showcases a group of dedicated artists.,0.5,0.993,0.008
18784,"weighty revelations, flowery dialogue, ","weighty revelations : flowery dialogue, ",0.612,0.963,0.26
18784,"weighty revelations, flowery dialogue, ",Battery revelations ( flowery Revelations ),0.533,0.626,0.44
54309,", he has at least one more story to tell : his own. ",He has at least one joke more to tell : His own.,0.497,0.71,0.284
54309,", he has at least one more story to tell : his own. ",He has at least a minimum. He has one more story to tell : his own.,0.439,0.783,0.095
46282,such a well loved classic ,Such a well loved classic ,0.582,1.0,0.164
46282,such a well loved classic ,such well loved classic ,0.58,0.946,0.214
47663,has some of the best special effects ,Has some good special effects Some of the best special effects.,0.484,0.967,0.002
47663,has some of the best special effects ,Has some of the best effects ,0.402,0.768,0.036
19055,behind cutesy film references ,behind cutesy - Film references ,0.885,0.99,0.78
19055,behind cutesy film references ,Is behind cutesy film references ,0.67,0.969,0.372
33866,likely to witness in a movie theater for some time ,Would like to witness in a movie theater for some time ,0.493,0.851,0.134
33866,likely to witness in a movie theater for some time ,Are there guys who are willing to witness in a movie theater for some time for some time?,0.428,0.76,0.097
57000,"real women have curves '' is a sweet, honest, and enjoyable comedy-drama about a young woman who wants many things in life, but fears","`` Real women have curves '' is a sweet, honest and enjoyable comedy drama about a young woman who wants many things in life ( but also fears.",0.479,0.959,0.0
57000,"real women have curves '' is a sweet, honest, and enjoyable comedy-drama about a young woman who wants many things in life, but fears","`` Real Women Have Choices '' is a sweet, honest and enjoyable comedy-drama involving a young woman who wants many things in life, but fears",0.362,0.725,0.0
9179,the distinct and very welcome sense of watching intelligent people making a movie ,The distinct and very welcome sense of watching intelligent people making a movie ,0.5,1.0,0.001
9179,the distinct and very welcome sense of watching intelligent people making a movie ,the distinct and very welcome sense of watching intelligent people making a movie ,0.5,1.0,0.001
26752,it leaves little doubt that kidman has become one of our best actors. ,It leaves little doubt that Kidman has become one of our best actors.,0.525,1.0,0.05
26752,it leaves little doubt that kidman has become one of our best actors. ,it leaves little doubt that the drama had become one of our best actors.,0.512,0.691,0.333
32496,are put to perfect use in the breathtakingly beautiful outer-space documentary space station 3d. ,are put to perfect use in the breathtakingly beautiful outer space documentary space station 3d.,0.498,0.995,0.002
32496,are put to perfect use in the breathtakingly beautiful outer-space documentary space station 3d. ,Where are put only in the most venerating use in the breathtakingly beautiful outer space documentary Space Station 3d.,0.427,0.826,0.028
41965,making it one of the best war movies ever made ,Make it one of the best war movies ever made ,0.494,0.985,0.003
41965,making it one of the best war movies ever made , making it one of the best war movies ever made ``,0.487,0.972,0.003
67042,", i love it... hell, i dunno. ","D evelop It... Hell, I love it.",0.392,0.537,0.247
67042,", i love it... hell, i dunno. ","Like two polygones, i love it OKOK, I Husk Member,",0.129,0.197,0.062
62234,an auspicious feature debut ,an auspicious debut ,0.69,0.764,0.616
62234,an auspicious feature debut ,an indicator feature debut ,0.365,0.576,0.155
11186,"for that sense of openness, the little surprises ","For this sense of openness, for this little surprises ",0.719,0.95,0.487
11186,"for that sense of openness, the little surprises ","For that sense of Christmas-experience finding, the little surprises are ",0.625,0.548,0.702
27793,"if anything, the film is doing something of a public service -- shedding light on a group of extremely talented musicians who might otherwise go unnoticed and underapp",The film is doing something of a public service -- shedding light on a group of extremely talented musicians who might otherwise go unnoticed and underapp,0.484,0.965,0.003
27793,"if anything, the film is doing something of a public service -- shedding light on a group of extremely talented musicians who might otherwise go unnoticed and underapp","The film's interpretation,if anything, is doing something of a public service -- shedding light on a group of extremely talented musicians who might otherwise go unnoticed and",0.472,0.942,0.003
40676,watch witherspoon's talents ,watch Witherspoon's talents ,0.542,1.0,0.084
40676,watch witherspoon's talents ,watch witherspoon's talents ,0.542,1.0,0.084
20788,", indeed almost never, is such high-wattage brainpower coupled with pitch-perfect acting and an exquisite, unfakable sense of cinema.","Almost never, indeed is such high-wattage brain power coupled with excellent acting and an exquisite sense of cinema.",0.464,0.929,0.0
20788,", indeed almost never, is such high-wattage brainpower coupled with pitch-perfect acting and an exquisite, unfakable sense of cinema.",", indeed very rarely, is such high-wattage brain power coupled with pitch perfect acting and an impossible - sense of cinema.",0.447,0.861,0.032
26016,the best comedy concert movie ,The best comedy - concert movie - ,0.522,0.976,0.069
26016,the best comedy concert movie ,The best comedy - concert movie ,0.512,0.99,0.035
56262,"even if you don't know the band or the album's songs by heart, you will enjoy seeing how both evolve, and you will also","Even if you don't know the band or the album with songs by heart, you will enjoy seeing how both evolve and you will also love it",0.483,0.966,0.0
56262,"even if you don't know the band or the album's songs by heart, you will enjoy seeing how both evolve, and you will also","Even if you do not know the band or the album songs by heart, you will enjoy seeing how both evolveendand gain you will also",0.451,0.898,0.004
40894,hitchcockian suspense ,hitchcockian suspense ,0.695,1.0,0.391
40894,hitchcockian suspense ,hitchcockian suspense ,0.695,1.0,0.391
38885,the effort is gratefully received ,The effort is gratefully received by.,0.533,0.951,0.114
38885,the effort is gratefully received ,The effort is gratefully received ,0.524,1.0,0.047
53321,"impossible as it may sound, this film's heart is even more embracing than monty, if only because it accepts nasty behavior and severe flaws","As unlikely as it may sound', this film's heart is even more earnest than Monty, if only because it accepts nasty behavior and severe flaws.",0.838,0.896,0.781
53321,"impossible as it may sound, this film's heart is even more embracing than monty, if only because it accepts nasty behavior and severe flaws","Impossible as it may sound, as this film's heart is even more elegant than Monty ; if only because it accepts nasty behavior and severe flaws",0.502,0.959,0.044
28817,smart-aleck movie ,Movie “smart-aleck”,0.648,0.963,0.332
28817,smart-aleck movie ,smart -aleck - movie  Smart I. Movie,0.512,0.91,0.114
33779,natural-seeming actors ,Natural-seeming actors ,0.673,1.0,0.346
33779,natural-seeming actors ,Natural-seeming actors ,0.673,1.0,0.346
30331,it rapidly develops into a gut-wrenching examination of the way cultural differences and emotional expectations collide. ,It rapidly develops into a gut-wrenching examination of the way cultural differences and emotional expectations collide.,0.519,1.0,0.037
